id,area,feature,user_story,expected_behaviour,code_evidence,status,automated_test_status,browser_test,initial_behaviour_status,post_fix_behaviour_status,test_result,errors,fix,last_tested_at
US-100,Velociraptor,Collect,As an analyst I collect hunt results,"Collected hunt results retain the hunt identity, import every available result source, and keep usable sources when one optional tool is unavailable; THOR detections reach the forensic timeline.",companion/src/composition/veloHunts.ts; companion/src/analysis/velociraptorImport.ts; companion/src/analysis/huntQueryCursor.ts,passed,passed,workflows/velociraptor.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/velociraptor.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-101,Velociraptor,Monitors,As an analyst I run live monitors,POST /cases/:id/velociraptor/monitors (auto); stop/start/poll; DELETE,public/js/dashboard-delete-case.js,passed,passed,workflows/velociraptor.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/velociraptor.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-102,Velociraptor,Bundles,As an analyst I manage VQL bundles,GET/POST/DELETE /bundles; POST /cases/:id/velociraptor/run-bundle,public/js/dashboard-delete-case.js,passed,passed,workflows/velociraptor.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/velociraptor.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-103,Velociraptor,Suggest hunts,As an analyst I get AI-suggested hunts,POST /cases/:id/velociraptor/suggest-hunts; adversary-hints/hunt-technique,public/js/dashboard-adversary-hints.js,passed,passed,workflows/velociraptor.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/velociraptor.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-104,Velociraptor,Status/diag,As an analyst I check Velociraptor health,"GET /velociraptor/status, /diag, /artifacts, /event-artifacts",companion/src/routes/velociraptor.ts:156,passed,passed,workflows/velociraptor.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/velociraptor.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-105,Threat Data,NSRL,As an analyst I manage the NSRL hash DB,"GET /nsrl (list/status); POST/DELETE /nsrl/db; /import, /import-file, /clear, /export; nsrl/apply",public/js/dashboard-delete-case.js,passed,passed,workflows/threatData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/threatData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-106,Threat Data,KEV,As an analyst I manage the KEV catalog,"GET /kev; /import-url, /import-file; DELETE /kev",public/js/dashboard-delete-case.js,passed,passed,workflows/threatData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/threatData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-107,Threat Data,IOC whitelist,As an analyst I whitelist benign IOCs,"GET/POST/DELETE /ioc-whitelist; /import, /export; ioc-whitelist/apply",public/js/dashboard-delete-case.js,passed,passed,workflows/threatData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/threatData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-108,Threat Data,Deobfuscate,As an analyst I deobfuscate an indicator,POST /cases/:id/deobfuscate,companion/src/routes/anonymization.ts:314,passed,passed,workflows/threatData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/threatData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-109,Anonymization,Anon control,As an analyst I anonymize a case for sharing,GET/POST /cases/:id/anon-control; anon-entities suppress/unsuppress; export/redacted,public/js/dashboard-redacted-export.js,passed,passed,workflows/caseData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-110,Tags and Comments,Comments,As an analyst I comment on entities,GET/POST /cases/:id/comments; DELETE /comments/:commentId (never wiped by synthesis),public/js/dashboard-delete-case.js,passed,passed,workflows/caseData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-111,Tags and Comments,Tags,As an analyst I tag events/IOCs,GET/POST /cases/:id/tags; DELETE /tags/:tagId; bulk-tag IOCs,public/js/dashboard-delete-case.js,passed,passed,workflows/caseData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-112,Settings,Settings env,As an analyst I view/edit settings,GET/POST /settings/env,companion/src/routes/caseLifecycle.ts:1058,passed,passed,workflows/settings.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/settings.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-113,Settings,Log level,As an analyst I change log verbosity,GET/POST /log-level,companion/src/routes/caseLifecycle.ts:1058,passed,passed,workflows/settings.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/settings.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-114,Settings,Update check,As an analyst I check for updates,"GET /update-check; POST /update-check/settings, /run",public/js/dashboard-settings-tools.js,passed,passed,workflows/settings.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/settings.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-115,Settings,Custom importers,As an analyst I manage custom importers,"GET/POST/DELETE /importers; /prompt, /reload, /precedence",public/js/dashboard-delete-case.js,passed,passed,workflows/settings.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/settings.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-116,Asset Overrides,Asset overrides,As an analyst I manually fix the asset graph,"GET /cases/:id/asset-overrides; add/delete assets, links, restore",public/js/dashboard-asset-graph.js,passed,passed,workflows/caseData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-117,Server,Health,As an analyst I check the server is up,GET /health returns service status flags,companion/src/routes/system.ts:97,passed,passed,workflows/server.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/server.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-118,Server,Dashboard,As an analyst I open the dashboard,GET /dashboard serves dashboard.html; reload picks up dashboard edits,companion/src/routes/caseLifecycle.ts:1170,passed,passed,workflows/server.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/server.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-119,Server,Mobile,As an analyst I use the mobile view,GET /mobile serves mobile dashboard,public/mobile.html,passed,passed,workflows/server.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/server.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-120,Server,PWA,As an analyst I install the PWA,"GET /manifest.webmanifest, /sw.js",companion/src/routes/caseLifecycle.ts:1184,passed,passed,workflows/server.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/server.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-121,Case Password,Lock status,As an analyst I check whether a case is password-protected and whether I have already unlocked it,"GET /cases/:id/lock-status returns {hasPassword, unlocked, remembered}; 400 invalid caseId; 404 unknown case; unlock state derived from signed cookie verification",companion/src/analysis/casePassword.ts,passed,passed,workflows/casePassword.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/casePassword.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-122,Case Password,Unlock case,As an analyst I unlock a password-protected case to view it,"POST /cases/:id/unlock verifies password (scrypt + timingSafeEqual) against stored salted hash; 400 invalid caseId; 401 wrong password; issues signed HttpOnly SameSite=strict cookie (1yr TTL if remember:true, else 12h session); no-op 200 if case has no password",companion/src/analysis/casePassword.ts,passed,passed,workflows/casePassword.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/casePassword.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-123,Case Password,Set/change case password,As an analyst I set or change a case password to restrict access,POST /cases/:id/password sets/changes password; 400 if below MIN_CASE_PASSWORD_LENGTH or invalid case id; 404 unknown case; does not auto-unlock the setter's own browser,companion/src/analysis/casePassword.ts,passed,passed,workflows/casePassword.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/casePassword.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-124,Case Password,Clear case password,As an analyst I remove password protection from a case,DELETE /cases/:id/password clears the password and the unlock cookie; same 400/404 validation as set,public/js/dashboard-case-password.js,passed,passed,workflows/casePassword.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/casePassword.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-125,Case Password,Lock case (this browser),As an analyst I re-lock a case on this browser without changing the password,"POST /cases/:id/lock clears only the local unlock cookie; always 200, no case-existence check, idempotent",companion/src/analysis/casePassword.ts,passed,passed,workflows/casePassword.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/casePassword.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-126,Case Management,Restore archived case,As an analyst I restore an archived case back to active,"POST /cases/:id/restore moves case out of _archived/, sets status to closed; 400 if not currently archived",public/js/dashboard-zip-archive.js,passed,passed,workflows/caseLifecycle.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseLifecycle.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-127,Case Management,Delete case,"As an analyst I permanently delete a finished case, optionally archiving it first","POST /cases/:id/delete requires status closed/archived (400 otherwise); body {archiveFirst: none|zip|encrypted, password?}; encrypted path requires password >= MIN_PASSWORD_LENGTH, streams .dfircase binary with X-Case-Deleted header; a successful archive is preserved even if the subsequent delete step fails",public/js/dashboard-delete-case.js,passed,passed,workflows/caseLifecycle.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseLifecycle.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-128,Export,Encrypted case export,As an analyst I export a case as a password-protected encrypted archive,"POST /cases/:id/export/encrypted body {password, removeFromList?} produces an AES-256-GCM .dfircase zip; 400 if case already archived or password too short",public/js/dashboard-encrypted-export.js,passed,passed,workflows/exports.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/exports.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-129,Import,Encrypted case import,As an analyst I import a .dfircase encrypted archive to restore or transfer a case,"POST /cases/import/encrypted body {data (base64), password, targetCaseId?}; 409 on case id conflict, 400 on wrong password or corrupt archive; sanitizes any embedded case-lock password before responding",public/js/dashboard-encrypted-export.js,passed,passed,workflows/analysisActions.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysisActions.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-130,Case Management,Backups / restore from backup,As an analyst I recover a case from an automatic snapshot after data loss or a bad edit,GET /cases/:id/backups lists snapshots; POST /cases/:id/restore-backup body {filename} restores one; 404 if backupManager unconfigured or case missing,public/js/dashboard-backup.js,passed,passed,workflows/caseLifecycle.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseLifecycle.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-131,Server,Async job management,"As an analyst I track long-running background jobs (e.g. exports, imports)","The jobs surface lists and retrieves live background work and can cancel it; superseded queued work disappears instead of looking user-cancelled, and deleting a case retires its remaining jobs.",companion/src/analysis/jobManager.ts; companion/src/routes/jobs.ts; public/js/dashboard-jobs.js,passed,passed,workflows/synthesis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/synthesis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-132,Settings,Setup status,"As a new user I check whether initial setup (AI provider, keys) is complete",GET /setup/status reports first-run/setup completeness for the wizard,public/js/dashboard-setup-wizard.js,passed,passed,workflows/settings.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/settings.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-133,Settings,Reload AI/env settings live,As an analyst I apply changed .env values without restarting the server,POST /settings/ai-reload reloads DFIR_AI_* values from .env into process.env and reports them; POST /settings/reload reloads an allowlisted prefix of settings,companion/src/routes/caseLifecycle.ts:1058,passed,passed,workflows/settings.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/settings.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-134,Case Management,Case stats,As an analyst I see summary stats for a single case,GET /cases/:id/stats returns case-level statistics distinct from the cross-case /disk-stats endpoint,companion/src/routes/caseLifecycle.ts:92,passed,passed,workflows/caseLifecycle.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseLifecycle.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-135,Integrations,IRIS export (local),As an analyst I export the case in a DFIR-IRIS-compatible format without pushing it live,GET /cases/:id/iris-export produces the export payload; distinct from POST /cases/:id/iris-import which imports from a live IRIS instance,companion/src/integrations/iris/irisPush.ts,passed,passed,workflows/integrations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/integrations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-136,Analysis,AI control (enable/pause),As an analyst I pause or resume AI processing for a case,"GET/POST /cases/:id/ai-control; POST body {enabled, includeNotebook?}; disabling clears the pending capture buffer; re-enabling triggers gap backfill",public/js/dashboard-mcp.js,passed,passed,workflows/analysis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-137,Analysis,Remediation plan,As an analyst I get AI-suggested remediation steps for the case,POST /cases/:id/remediation-plan returns an AI-generated remediation plan from current findings,public/js/dashboard-mcp.js,passed,passed,workflows/analysis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-138,Analysis,AI cost tracking,As an analyst I monitor AI spend for a case,GET /cases/:id/ai-cost returns accumulated AI usage/cost,public/js/dashboard-mcp.js,passed,passed,workflows/analysis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-139,Analysis,Hypotheses CRUD,As an analyst I track investigative hypotheses with status,GET/POST/PATCH/DELETE /cases/:id/hypotheses[/:hid]; POST requires non-empty title; PATCH 404 unknown id; status must be one of HYPOTHESIS_STATUSES; 501 if hypothesisStore unwired,public/js/dashboard-delete-case.js,passed,passed,workflows/analysis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-140,Analysis,Confidence control,As an analyst I set a minimum confidence threshold to filter noisy findings,GET/PUT /cases/:id/confidence-control; minConfidence must be 0-100 or null,public/js/dashboard-mcp.js,passed,passed,workflows/analysis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-141,Dashboard Panel,Mobile summary,As an analyst on mobile I get a condensed case summary,GET /cases/:id/mobile-summary returns a lightweight summary for the mobile view,public/mobile.html,passed,passed,workflows/panels.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panels.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-142,Reports,Presentation mode,As an analyst I present case findings live to stakeholders,"GET /cases/:id/presentation, /present, /present/export drive a presentation-mode view/export of the case",public/present.html,passed,passed,workflows/reports.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/reports.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-143,Analysis,Anomaly detection,As an analyst I see statistically unusual activity flagged for review,GET /cases/:id/anomalies returns derived anomaly candidates,public/js/dashboard-mcp.js,passed,passed,workflows/analysis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-144,Analysis,Host ranking,As an analyst I see which hosts are most implicated,GET /cases/:id/host-ranking returns hosts ranked by involvement (derived),public/js/dashboard-mcp.js,passed,passed,workflows/analysis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-145,Analysis,D3FEND countermeasures,As an analyst I get defensive countermeasure suggestions mapped to detected techniques,GET /cases/:id/d3fend-countermeasures; GET /cases/:id/attack-mitigations returns ATT&CK mitigations for detected techniques,public/js/dashboard-d3fend.js,passed,passed,workflows/analysis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-146,Dashboard Panel,Geographic map,As an analyst I visualize IOC/event geography on a map,GET /cases/:id/geo-map and /geo-map.csv return geolocated points derived from IOCs/events,public/js/dashboard-geo.js,passed,passed,workflows/panels.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panels.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-147,Analysis,Dwell-time windows,As an analyst I see estimated attacker dwell-time windows,GET/POST/PUT/DELETE /cases/:id/dwell-windows manages derived/analyst-edited dwell windows,public/js/dashboard-delete-case.js,passed,passed,workflows/analysis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-148,Capture,OCR search,As an analyst I search captured screenshot text,GET /cases/:id/ocr-search full-text searches OCR-indexed capture content,public/js/dashboard-ocr-search.js,passed,passed,workflows/captures.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/captures.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-149,Dashboard Panel,False positive triage,As an analyst I mark a finding/event as a false positive with a reason,"GET/POST /cases/:id/false-positive (400 if ref empty or reason=other lacks a note; optional addToWhitelist promotes the IOC; triggers re-synthesis); POST .../batch dedupes and re-synthesizes once; POST .../remove undoes a marking; POST .../suggest returns AI-assisted similar-item suggestions (404 if anchor not found, results re-validated against the real candidate pool to prevent hallucinated ids)",public/js/dashboard-false-positive.js,passed,passed,workflows/panels.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panels.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-150,Dashboard Panel,Pinned findings,As an analyst I pin key findings to the top of the report,GET/POST/PUT/DELETE /cases/:id/pinned-findings manages a manually ordered pin list,public/js/dashboard-delete-case.js,passed,passed,workflows/panels.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panels.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-151,Evidence Import,Drop-folder auto-import,As an analyst I drop files into a watched folder for automatic import,GET /cases/:id/drop-status shows pending drop-folder files; POST /cases/:id/drop/run-pending processes them,companion/src/composition/dropFolder.ts,passed,passed,workflows/importOperations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/importOperations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-152,Server,Diagnostics preflight/control,As an analyst I run a startup preflight check and control diagnostic behavior,GET /diagnostics/preflight runs environment/dependency checks; GET/POST /diagnostics/control toggles diagnostic settings,companion/src/analysis/preflight.ts,passed,passed,workflows/server.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/server.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-153,Dashboard Panel,Custom dashboard views,As an analyst I save a custom panel layout as a named view,GET/POST/DELETE /dashboard-views persists custom dashboard layouts,public/js/dashboard-delete-case.js,passed,passed,workflows/panelCrud.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panelCrud.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-154,Threat Data,IOC sources and provenance,As an analyst I trace where an IOC came from,GET /ioc-sources lists configured sources; GET /ioc-provenance and /ioc-provenance-chain trace an IOC back through its import/enrichment history,public/js/dashboard-ioc-provenance.js,passed,passed,workflows/threatData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/threatData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-155,Dashboard Panel,Super timeline,As an analyst I build a unified mega-timeline across all evidence sources,"The super-timeline exposes the merged raw evidence for analyst search and promotion only; hunt-result provenance and super-only routing survive bundle edits, and merged host aliases collapse into one Hosts filter entry.",companion/src/routes/timeline.ts; companion/src/analysis/velociraptorImport.ts; public/js/dashboard-super-timeline.js,passed,passed,workflows/panels.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panels.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-156,Integrations,External tool run,As an analyst I run a configured external forensic tool against a file and ingest its output,"GET /tools/status, POST /tools/reconnect, POST /cases/:id/tools/:toolId/run (501 if toolRunner unconfigured, 400 unknown tool/missing path, 404 unknown case); POST .../run-upload stages an uploaded file to a per-request temp dir, cleans up after run",public/js/dashboard-settings-tools.js,passed,passed,workflows/integrations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/integrations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-157,Integrations,Update detection rules,As an analyst I refresh the detection-rule set used by an integrated tool,POST /cases/:id/tools/update-rules runs the configured update-rules command and returns its output; does not touch case data,extension/src/popup.ts,passed,passed,workflows/integrations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/integrations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-158,Integrations,Custom tool definitions,As an analyst I register a custom external tool integration,GET/POST/PUT/DELETE /tools/custom manages global custom-tool definitions; 501 if store unwired,public/js/dashboard-delete-case.js,passed,passed,workflows/integrations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/integrations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-159,Settings,Forensic gate (min severity),As an analyst I suppress low-severity noise from external tool ingestion,GET/PUT /cases/:id/forensic-gate; minSeverity must be one of 5 severities or null,companion/src/routes/caseLifecycle.ts:92,passed,passed,workflows/settings.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/settings.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-160,Velociraptor,Import external VQL results,As an analyst I import Velociraptor results collected outside this session,"Externally collected Velociraptor VQL or hunt results import with their hunt identity, stream rather than buffer the full response, preserve super-only routing, and ingest every source in a multi-source result.",companion/src/composition/veloHunts.ts; companion/src/analysis/velociraptorImport.ts; companion/src/analysis/huntQueryCursor.ts,passed,passed,workflows/velociraptor.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/velociraptor.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-161,Integrations,Generic push ingest (external systems),As a third-party system I push arbitrary evidence into a case via API key,POST /cases/:id/push authenticates via X-DFIR-Key or Bearer against a global DFIR_PUSH_TOKEN and/or per-case token (401/403 on failure); 404 unknown case; 400 on empty/undetected payload type; 501 if CSV/log payload but no AI provider configured; responds 202 and imports in background,public/js/dashboard-push-token.js,passed,passed,workflows/integrations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/integrations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-162,Capture,Structured tool-artifact push,"As an analyst working in a DFIR console (Splunk, Velociraptor, Security Onion, SO-CRATES, Elastic/Kibana, CrowdStrike Falcon, VolWeb) I click a floating push button so the tool's actual result rows land in the case timeline",adapterForUrl() auto-detects the console by host/path/port; pageHook.ts intercepts matching fetch/XHR API responses; each adapter's extractRows() normalizes tool-specific JSON; falls back to DOM table scrape if nothing was intercepted; push disabled until a case is selected; unrecognized/invalid URLs -> no button; a misbehaving adapter matcher is caught so it cannot break others,companion/src/analysis/securityOnionImport.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
